phone_number,consumption,uid,weight,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cont0,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,cont15,cont16,cont17,cont18,cont19,pmt,rural_pmt,ppi,assetindex,milieu,region,prefecture,canton,voter_region,voter_prefecture,voter_canton,formal_occupation,occupation_poverty,age,age_group,gender,ethnicity,religion,children,disability,marital_status,any_vulnerability,fsec,own_phone
9T6K8ADVN80OW2I,2699.3580002523604,10,5.780291320241435,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,group1,group2,group5,group2,group1,group2,group2,group0,group8,group1,0.4388566666126572,0.9899549280544528,1.4897124844110936,6.042520048492138,0.3000823021938489,1.0011829007772874,1.6411350739683632,3.119900493804892,0.7619190812057476,4.349848287688257,3.19256295131515,1.8110773261425086,0.8930627896535059,8.506536161106926,1.2383051247590076,2.405708573688744,4.690043407873901,2.0166856706223752,1.5567026446648287,3.7530986466585836,3343.1804187694365,3278.5223319784686,2862.0974355753724,3130.451170709362,rural,KARA,DANYI,244,KARA,GOLFE,235,0,8,37,<30,M,Kotokoli,Muslim,1-2,Yes,Marriage (Monogomous),No,4,1
CRCX9Y85414FYHW,469.41442666984847,11,5.829654483496583,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,group4,group0,group5,group0,group0,group3,group1,group2,group3,group1,6.100724703208008,3.996973114018159,4.631771931180431,2.1477436596968356,0.5282537122631644,0.4014728138029755,2.44237734446937,4.210629042356948,6.97274174257698,4.541538782962893,0.06692062071458382,0.30135665885968077,0.47454588172528567,4.539355979868462,0.516306075684406,4.652106153738921,0.3945046420962539,3.9930412965504725,5.810165167047246,0.6330759571648352,523.700333433276,569.0878746067051,1218.674728457126,519.9676645542529,urban,MARITIME,BASSAR,288,KARA,ANIE,84,1,10,57,40-50,M,Kabyè,Muslim,5+,Yes,Divorced/Separated,Yes,0,0
AH1RUTKJZKRWLOO,2629.5876652167062,12,2.7889462064790873,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,group1,group2,group7,group1,group1,group4,group8,group1,group3,group0,7.779124648322394,1.6442792617736042,6.294677529065635,2.5755884761999983,0.8352341838062232,1.6135133511027253,1.86885034165861,3.846334367977655,2.390319396918452,1.1605126493791391,0.9957042373717062,2.0646277251540877,0.742543621787116,1.2798698350929594,2.5142549204979794,0.09594124995373055,2.723007510154493,3.3255756689644085,5.520707886468126,3.331847610911293,2922.096247308342,3228.913230719196,3110.3956263136774,3344.1698869852885,urban,SAVANES,BAS-MONO,182,MARITIME,AGOU,188,0,9,49,30-40,F,Other,Muslim,0,Yes,Marriage (Monogomous),No,0,0
4NZDGEMLZ8EA1ET,1720.4927536075365,13,1.2293510259540665,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,group3,group0,group0,group3,group0,group4,group8,group1,group6,group0,8.270682180492473,4.174257351063841,5.989229059331526,6.069426095899379,0.18124200205002572,1.2455802420485693,3.087463250435487,5.711279360711485,5.813592085383209,4.539101744921676,1.130332078708383,1.5129089732234062,0.5224221125987105,6.407400839358043,2.31019136307557,7.96389088019895,2.8437960353187943,2.5362894395120055,1.464592850404144,2.038442284301898,1846.2016268656198,2109.8933847878766,2209.588290165178,2687.416496054322,rural,MARITIME,OGOU,283,CENTRALE,TCHAMBA,11,0,7,24,<30,F,Moba,Animist,1-2,Yes,Single,Yes,4,0
DZ890DAEOSWNLJM,372.3508798990313,14,3.76963636410793,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,group3,group0,group3,group5,group1,group6,group7,group1,group4,group0,5.544793892229649,0.41880870972290873,0.6470840686477028,5.6635891149244575,0.36863806542985667,0.5715312724374915,6.533055584861018,3.2133133126756745,6.988240432593486,3.8323859117835664,2.6970428509614055,0.5601312404461494,1.1072902296207863,5.113918488009083,1.5187616609314611,8.620325684914581,2.5002126698778753,4.598204294875629,2.01249558167057,0.5921798446977231,398.7841618843244,1022.848314304425,615.7723693758301,444.8379932593264,rural,SAVANES,KPELE,261,KARA,ZIO,184,1,1,71,50-60,M,Moba,Christian,5+,Yes,Widow/Widower,Yes,6,1
BEKHQHOTLVR8ONT,1040.7065977877776,15,4.681547358910357,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,group5,group0,group1,group2,group0,group3,group5,group0,group0,group1,1.3801465544796159,0.29459137639157973,0.5166598102636772,5.707865367565944,0.6204790271995182,1.1718871027385356,1.9994618567095745,2.6317176037120147,3.98715985118934,1.6191751457872472,2.5060214791257525,0.15927563618343754,1.0896979783050624,3.489232452743803,1.8701080157526042,6.758737558520916,2.452012829010733,1.909670102588294,3.9425463386880457,0.22273253308661145,1405.765063778845,1584.0954262400421,1342.4452024883672,1248.1527660828242,rural,PLATEAUX,OTI-SUD,364,SAVANES,TONE,49,0,3,26,40-50,F,Kotokoli,Other/No Religion,3-4,Yes,Marriage (Polygomous),No,6,1
SE0R829FWF4BBIO,1153.51335148557,16,4.240232365862985,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,group2,group1,group1,group4,group1,group4,group5,group1,group0,group1,5.803293177791413,4.567897376195986,0.6218915100069563,5.744947182963075,0.25718079855750064,0.8429096890208512,0.32485115990135416,6.0060580257517575,0.9654871442859643,0.5246874334101065,1.9587475982760862,1.9216768398900714,1.497081049804957,4.9116962818250345,2.6438788220923803,3.0177853826253704,4.374218188436318,1.210525883052197,6.28604265932458,0.976084147299912,1395.6285730608681,1569.593168292397,1878.9418324500461,1214.7708562763653,urban,SAVANES,KLOTO,259,SAVANES,KPENDJAL-OUEST,92,1,4,78,40-50,F,Ewé,Christian,5+,Yes,Marriage (Polygomous),Yes,6,0
PNLPX70ZD991KQJ,2382.719646501084,17,1.2646642455736865,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,group6,group1,group3,group3,group0,group0,group2,group1,group0,group0,1.4343854371501685,3.337904388278619,0.5832551858544711,4.237981298855203,0.49529017723602864,1.6402675062281402,5.768912778528861,3.448902732412026,3.7647741925189675,3.353560464050918,1.8252783818486988,1.6264812346532365,0.9057760445109362,8.136829427155902,2.121443441721671,6.023807347207097,2.3123066985088907,4.219194723203755,3.464929598318842,1.9069331618206595,2973.776548344918,2516.7065186584205,2390.5302896784096,2546.3299638692083,rural,MARITIME,KPELE,160,SAVANES,BAS-MONO,358,0,4,31,60+,F,Moba,Animist,5+,Yes,Single,Yes,5,1
CZ813QXS1A4CKA9,904.5164115178663,18,2.1644141631464433,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,group1,group1,group3,group5,group0,group2,group8,group1,group1,group0,8.311274950809665,0.4646128866147059,1.7972898193430913,2.650340720680338,0.263788068568673,0.6495310495166755,1.7554144531779121,6.465339509665247,4.337140368050088,0.057870500207223285,0.7706362307655334,2.624554511498198,1.16039918306021,2.0021739718594986,0.9021520373972541,5.361619391826396,3.393215717765074,3.129043937716847,4.8319774434772755,3.3242984134287052,1066.2645667150327,1276.0174679082943,1204.5578394927136,1908.4769232548804,rural,SAVANES,DANKPEN,51,MARITIME,OTI,386,0,3,58,50-60,F,Kotokoli,Christian,3-4,Yes,Widow/Widower,Yes,6,0
W2S4TORTK5VX4KL,1412.8073940427194,19,4.529421293126555,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,group5,group0,group3,group2,group0,group2,group8,group0,group2,group0,0.0387482412487854,4.517246704590854,6.952063406485548,5.372167976938435,0.8449975731246645,1.6228818336333526,2.7529013106953437,2.8524575375735086,4.220067167288729,3.6478678468652297,1.1589818122637614,2.033745403127272,0.6323141176250264,5.671541112713048,1.3865539641799547,0.5298079811842561,1.9789597778071895,2.228510863799355,5.992116792190452,3.876047099203357,1900.9791623475803,1530.3819009278147,2023.698743566272,1586.9355651841247,urban,MARITIME,TANDJOARE,69,SAVANES,AGOU,278,1,10,63,30-40,F,Ewé,Other/No Religion,1-2,Yes,Marriage (Monogomous),No,5,1
3KCTRFN7OVDLFPC,2414.3063366378246,20,1.2754241605289298,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,group5,group1,group5,group1,group1,group1,group1,group0,group6,group1,5.815777517758142,2.843804952155318,0.8297269074942694,2.388515952920242,0.3432803904455386,1.7858106852909132,4.890097895917452,3.068437436375154,1.7405466304789132,0.5656071385463024,2.5590376393684546,0.46202645464119385,0.7299770259199618,5.265385090342134,0.15780951732796866,7.449534073338742,3.826313688148831,2.5352287833091856,4.167130085321571,1.3827107004837287,3060.7091981403164,2989.328560302987,2661.5466463645193,3676.0299099743247,rural,SAVANES,TCHAMBA,219,KARA,TANDJOARE,117,1,2,71,30-40,F,Ewé,Animist,0,Yes,Marriage (Polygomous),No,7,0
6Z92XSOP84TSGAE,1781.5036302359213,21,5.232484885736794,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,group5,group1,group6,group2,group0,group6,group2,group1,group6,group0,5.751305992363428,0.06563636305360832,5.1453074479343615,2.8263718449936515,0.0011915777981760245,1.4758010270824364,5.772062793420833,0.49958606076264045,3.714869344321886,3.120401193214206,3.6957761907138935,2.385252940447501,0.2609820638297382,5.4034457616057265,2.7437323443397874,8.865092765160458,0.127419807100691,4.006732774691894,6.319562900465223,2.2153792915543216,2337.1446346142925,2586.24639488969,2279.9300425261167,1790.2372651006876,urban,KARA,EST-MONO,248,CENTRALE,DOUFELGOU,130,1,7,21,40-50,F,Kotokoli,Animist,1-2,Yes,Marriage (Polygomous),No,7,0
BB0Q97XCRRCD2WL,1940.237026730305,22,5.94540580789678,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,group4,group0,group3,group3,group1,group1,group7,group2,group1,group1,5.813098570571574,3.9777904331565956,5.417522595050619,2.6514765257566144,0.2826760627079842,0.11116107188214386,4.254710105385552,1.6137777125575654,4.311208383192416,3.3318081944957125,0.374705291863874,2.895099547574466,0.6051475595012954,4.114950325064005,2.2224602060133565,7.470315981032724,1.5103930215541705,2.4358828766880594,0.9014775956357761,3.9031466513826456,2641.4490252948062,2641.1729456766475,2447.2605126796534,2674.5260098952776,rural,KARA,ASSOLI,359,CENTRALE,VO,95,0,8,83,50-60,M,Kabyè,Other/No Religion,3-4,Yes,Widow/Widower,Yes,4,1
CAVIJOIHAMJMHCX,1820.5219451171533,23,2.238998212416011,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,group1,group1,group5,group0,group1,group2,group3,group1,group7,group0,3.105468363647921,2.1680876323369507,3.76020213793724,5.446951104815788,0.7785023514898322,1.7532086353686829,4.389493984916304,2.666947108395881,5.902023674151747,2.661238887617758,2.2121825908936072,0.4073122760776364,1.6036113135905827,1.5896360371368958,0.11753643088875643,7.071117619435888,0.04462425484206667,2.990630925278259,4.149914782807002,2.469562322672889,2603.2560602584463,2296.354417425816,1857.6814991109932,2002.80411017407,urban,CENTRALE,LOME COMMUNE,87,CENTRALE,ZIO,166,0,8,77,50-60,M,Moba,Christian,3-4,Yes,Marriage (Monogomous),No,5,0
MPJOU7FARZ446M3,1872.3365989035574,24,1.2705765223760692,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,group0,group0,group6,group0,group0,group2,group6,group0,group6,group0,5.4294602918298125,3.1566321276715383,4.279159285791131,4.416168069579507,0.3764122826805234,0.7326196597510648,4.778924195403003,1.791507190595532,6.090011070857461,0.44247763224010583,1.5036474843793668,0.6812879118994277,1.6511440904150296,3.798760976429069,1.5428670120184647,7.6370717280015565,0.32989210103522404,0.5669442105617617,5.924889406394399,1.251965420423303,2654.4069281925567,2048.9075195097803,2549.2063638963045,2558.9956766486457,urban,KARA,LOME COMMUNE,142,CENTRALE,EST-MONO,357,0,3,56,30-40,F,Ewé,Animist,1-2,Yes,Divorced/Separated,No,2,0
U925FKEJ3SD2N58,1229.9937503460603,25,5.8984665415950275,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,group5,group1,group6,group0,group1,group6,group4,group1,group7,group0,3.053678633956271,3.987062972603645,6.573091226299763,0.051536363203576796,0.673924651990284,0.4236111375390963,1.83703743609981,0.9858223799447168,0.6295733769297644,2.107624252470485,1.9517673506893463,3.3256820012174497,0.34132378269497643,3.097879244044748,2.536022055005277,4.351348718476795,2.364195685599672,2.361738350831418,0.6242498002984052,1.660536026699881,1318.1780743662964,2006.3587421508664,1500.7327124574485,1383.2194078674145,urban,KARA,TCHAOUDJO,8,PLATEAUX,TCHAMBA,5,1,7,37,30-40,F,Other,Animist,1-2,Yes,Single,Yes,2,1
N4SRW26TBCM8DYE,2416.0707008787886,26,4.836081423070871,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,group1,group0,group3,group2,group1,group2,group0,group2,group4,group0,6.264299691279405,3.041179913686248,1.4266729237087743,0.7893407092857525,0.48602743350870625,1.297749182576466,5.338704406153005,4.7422663272924686,6.007949326557938,1.8416295148180561,1.5609945695644099,2.88979123710273,1.364425153837655,6.44633775092841,1.0976159374101493,3.3658149289417905,3.2245893522531617,4.541271433544864,6.8684794339679875,2.7129634784968544,2826.5391978626267,2471.355108679606,3212.154331037851,3712.1013018093636,urban,KARA,VO,326,MARITIME,LOME COMMUNE,28,1,7,25,<30,M,Moba,Muslim,0,Yes,Marriage (Polygomous),No,4,1
XQB09TLP994ZWSV,2440.503454834507,27,3.270989000635515,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,group5,group2,group7,group1,group1,group1,group0,group1,group4,group0,0.1720035196381916,0.4650870918214023,0.3548888895492096,4.287441839427268,0.8367308821947844,0.387114843357766,2.328240482857887,3.6294310799155256,4.516652996509894,4.264772518262317,0.7256276270663031,3.204190754402081,0.5211909035716715,4.309776830683521,2.1882854701611656,0.6588776111836222,2.0636717046790887,3.5378637923457052,3.0086704397261705,2.8810848588276166,2835.408631741594,2657.52817133815,2751.744057337105,3378.3245709840166,urban,KARA,LACS,324,MARITIME,AGOE-NYIVE,296,1,7,77,<30,F,Ewé,Muslim,5+,Yes,Marriage (Polygomous),Yes,1,0
7OWQE9ZKQF3NZEK,1353.5065432766173,28,3.3912832011641845,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,group5,group0,group0,group4,group0,group5,group2,group0,group6,group1,5.631391679922293,0.22318860352305625,4.077366007985651,6.037063697410817,0.07508196678238366,0.6624292870309929,6.800848080220547,6.721750829085051,0.4905057844888242,4.447597880183906,1.7313127746627837,0.5843980063844079,0.17402138230226005,2.7130320342323935,0.776624547814761,5.000121829077813,3.678788755352943,0.9319707950437367,2.0969354468814263,0.44003820408168837,1412.419291392744,1858.5863441725364,2243.926993744758,2409.893844641934,urban,CENTRALE,DOUFELGOU,23,KARA,TONE,275,1,2,87,40-50,F,Kabyè,Animist,5+,Yes,Divorced/Separated,Yes,5,1
ITDAYP9LGWT4YF0,1908.932029620431,29,5.5775150204932995,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,group3,group1,group6,group0,group1,group1,group4,group0,group8,group0,7.264134196310887,0.39279595315146076,3.938186780291275,2.266338554634821,0.8039736654840296,1.4018627976909712,7.182453188026121,3.8930482166417653,4.34259201489752,2.2086696890384587,1.956422176370621,3.8161753943965495,0.14166019035750366,0.536448508177121,1.2352601585477072,8.717655992837509,3.2167358675006663,0.7414638387483768,4.987222841364398,1.3206795339945012,2439.6270770355036,2621.0483589109635,2651.6227492095554,2256.5074319925525,rural,SAVANES,BLITTA,320,PLATEAUX,YOTO,176,0,5,69,40-50,M,Moba,Other/No Religion,0,Yes,Marriage (Polygomous),No,0,1
PYPF1MKI1LFFUHY,1291.196032754705,30,2.77915039931301,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,group6,group2,group2,group3,group0,group0,group7,group2,group0,group1,0.5685434067737367,1.0376100533828763,2.040462423486155,0.9293807251384908,0.9320521094933983,0.9566947161907682,2.781119374009373,2.1406094721677134,0.4353478327202066,0.2988060675511156,1.167826192464526,2.348038469681252,0.299020900974885,1.1232966466846854,1.5388126456000863,0.2773932074607567,0.280637363200138,3.88573690790982,4.966523148758219,1.8908445285124125,1524.1614000463192,1329.6488690540616,1635.9349907529602,1579.7120268176477,urban,KARA,BASSAR,2,PLATEAUX,KPENDJAL-OUEST,116,1,4,80,50-60,M,Ewé,Muslim,1-2,Yes,Widow/Widower,Yes,5,1
UDQLLJNICH29VEV,2386.586196737789,31,1.2658991438949783,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,group1,group2,group1,group1,group1,group3,group3,group1,group2,group0,5.395944501869284,3.503326000577637,5.88290942942214,6.921433242901234,0.15622585084714535,0.871451914060609,2.339414151366178,1.5485885144725704,2.9046678759560014,3.0125799905519166,0.13737514590877264,0.3453293033577345,0.5619261349966296,6.05674742881705,2.5454671521805765,2.8480674640471295,1.0391182515488588,0.011928333936351287,0.09501352574919686,1.767165036777035,3043.6110534941354,2668.6964421267853,2754.226510532737,3770.6634047729244,rural,CENTRALE,LACS,229,KARA,TCHAOUDJO,306,0,1,47,<30,F,Kabyè,Christian,1-2,Yes,Widow/Widower,Yes,3,1
4NABHWOK968P3WU,2030.2223201532247,32,4.069851646116819,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,group4,group0,group2,group5,group0,group4,group7,group0,group5,group0,5.987800233157815,2.8255060548922133,3.7689891301680802,6.390740839432327,0.19234167767477384,0.7509916856294683,0.9906099514019573,6.910011021662324,0.13059112958233932,0.44206695826921827,1.8369025046858933,0.85717598167136,0.21724579276101053,2.470377232019589,0.3868506737125208,6.246090767628245,3.8238073397792642,1.4339668879558132,2.573317643196347,2.5249053590829242,2124.6483026766714,2538.431634300122,2796.3556594079814,2092.5587657829683,urban,CENTRALE,AGOU,323,SAVANES,TANDJOARE,114,0,2,74,60+,M,Other,Muslim,5+,Yes,Marriage (Polygomous),Yes,6,0
97WSPHC08C37PSL,1892.7760399663662,33,2.562723796406018,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,group4,group1,group2,group5,group0,group3,group4,group1,group2,group0,8.7079859822882,4.472067014971515,5.178249904923688,2.375734489855911,0.7073283463136262,1.6820795587140545,4.506578593221264,1.909005454479055,3.5091219762568135,2.2205614034109376,3.3514920061117204,2.4541523364769864,1.5389082402858165,4.745798328271849,2.2106158740289783,5.463670661661758,2.439277554500525,1.541055816490267,4.236044221171764,3.705315422003827,1976.51893579345,2620.6706573911597,2464.6015963920927,3159.791275216867,urban,PLATEAUX,AGOE-NYIVE,213,MARITIME,GOLFE,60,1,9,32,<30,F,Kotokoli,Christian,5+,Yes,Marriage (Polygomous),Yes,7,0
